1,1,0.771
1,2,0.888
1,3,1.059
1,4,0.923
1,5,0.931
1,6,1.012
1,7,1.081
1,8,1.032
1,9,1.256
1,10,1.24
1,11,1.128
1,12,1.331
1,13,1.363
1,14,1.583
1,15,1.212
1,16,1.302
1,17,1.45
1,18,1.361
1,19,1.493
1,20,1.43
1,21,1.5
1,22,1.485
1,23,2.412
1,24,1.568
1,25,2.297
1,26,1.769
1,27,1.656
1,28,1.888
1,29,1.737
1,30,1.858
1,31,1.878
1,32,1.793
1,33,1.907
1,34,1.806
1,35,2.027
1,36,1.581
1,37,1.523
1,38,1.767
1,39,1.267
1,40,1.436
1,41,1.447
1,42,1.268
1,43,1.32
1,44,1.329
1,45,1.316
1,46,1.211
1,47,1.226
1,48,1.741
1,49,1.169
1,50,1.224
1,51,1.191
1,52,1.083
1,53,1.14
1,54,1.154
1,55,1.075
1,56,1.16
1,57,1.085
1,58,1.115
1,59,1.069
1,60,1.187
1,61,1.108
1,62,1.172
1,63,1.154
1,64,1.165
1,65,1.187
1,66,1.215
1,67,1.235
1,68,1.168
1,69,1.215
1,70,1.257
1,71,1.29
1,72,1.261
1,73,1.285
1,74,1.338
1,75,1.313
1,76,1.927
1,77,1.449
1,78,1.427
1,79,1.373
1,80,1.412
1,81,1.377
1,82,1.375
1,83,1.441
1,84,1.407
1,85,1.42
1,86,1.428
1,87,1.437
1,88,1.483
1,89,1.506
1,90,1.539
1,91,1.509
1,92,1.684
1,93,1.718
1,94,1.64
1,95,1.686
1,96,1.846
1,97,1.68
1,98,1.725
1,99,1.758
2,1,0.414
2,2,0.435
2,3,0.67
2,4,0.523
2,5,0.514
2,6,0.686
2,7,0.596
2,8,0.649
2,9,0.691
2,10,0.758
2,11,0.708
2,12,0.76
2,13,0.79
2,14,0.895
2,15,0.849
2,16,0.876
2,17,0.927
2,18,0.967
2,19,0.898
2,20,0.985
2,21,1.042
2,22,0.992
2,23,1.046
2,24,1.101
2,25,1.062
2,26,1.081
2,27,1.13
2,28,1.242
2,29,1.233
2,30,1.296
2,31,1.255
2,32,1.36
2,33,1.328
2,34,1.421
2,35,1.381
2,36,1.384
2,37,1.414
2,38,1.436
2,39,1.482
2,40,1.53
2,41,1.562
2,42,1.537
2,43,1.548
2,44,1.594
2,45,1.637
2,46,1.592
2,47,1.652
2,48,1.664
2,49,1.769
