1,100,2.866
2,100,5.31
3,100,7.727
4,100,10.238
5,100,12.611
6,100,14.988
7,100,17.411
8,100,19.87
9,100,22.328
10,100,25.955
11,100,28.301
12,100,30.381

14,100,35.253
15,100,36.782
16,100,39.195
17,100,46.897
18,100,44.049
19,100,46.956
20,100,48.896
21,100,52.139
22,100,54.673
23,100,57.035
24,100,59.421
25,100,61.835
26,100,64.264
27,100,66.938
28,100,69.036
29,100,108.894
30,100,73.996
31,100,76.117
32,100,78.707
33,100,81.143
34,100,83.558
35,100,85.927
36,100,93.302
37,100,100.354
38,100,93.263
39,100,96.392
40,100,98.347
41,100,100.574
42,100,102.969
43,100,122.537
44,100,108.583
45,100,111.594
46,100,113.284
47,100,115.708
48,100,140.507
49,100,119.723
50,100,122.908
51,100,124.548
52,100,126.977
53,100,130.462
54,100,132.434
55,100,135.182
56,100,142.787
57,100,146.955
58,100,141.856
59,100,144.611
60,100,147.108
61,100,149.469
62,100,151.78
63,100,155.702
64,100,157.143
65,100,159.168
66,100,162.051
67,100,187.692
68,100,166.385
69,100,168.728
70,100,178.333
71,100,201.134
72,100,176.154
73,100,179.953
74,100,180.756
75,100,183.41
76,100,186.003
77,100,198.733
78,100,190.826
79,100,198.835
80,100,208.792
81,100,199.079
82,100,219.83
83,100,205.215
84,100,205.166
85,100,208.46
86,100,209.669
87,100,212.112
88,100,215.435
89,100,218.428
90,100,220.854
91,100,223.707
92,100,225.86
93,100,227.436
94,100,299.996
95,100,232.452
96,100,236.214
97,100,237.059
98,100,241.818
99,100,242.427
100,100,244.312
1,100,16.356
2,100,31.903
3,100,46.365
4,100,61.014
5,100,75.107
6,100,92.193
7,100,104.487
8,100,119.258
9,100,133.708
10,100,153.36
11,100,167.199
12,100,182.468

14,100,35.2
15,100,36.843
16,100,39.309
17,100,41.691
18,100,44.013
19,100,46.56
20,100,48.923
21,100,52.162
22,100,54.458
23,100,56.951
24,100,59.402
25,100,61.774
26,100,64.019
27,100,66.644
28,100,68.821
29,100,72.078
30,100,74.617
31,100,76.376
32,100,78.69
33,100,81.128
34,100,83.531
35,100,85.989
36,100,88.258
37,100,90.74
38,100,93.193
39,100,95.406
40,100,97.903
41,100,100.4
42,100,102.824
43,100,104.885
44,100,108.384
45,100,115.92
46,100,113.899
47,100,116.445
48,100,117.781
49,100,119.976
50,100,121.965
51,100,132.782
52,100,136.598
53,100,138.039
54,100,140.574
55,100,154.872
56,100,156.937
57,100,159.495
58,100,162.559
59,100,177.679
60,100,181.319
61,100,183.632
62,100,186.626
63,100,205.508
64,100,208.638
65,100,212.241
66,100,235.346
67,100,238.18
68,100,242.648
69,100,271.285
70,100,273.587
71,100,277.553
72,100,313.985
73,100,318.873
74,100,361.42
75,100,367.926
76,100,424.367
77,100,431.875
78,100,509.192
79,100,516.028
80,100,526.731
81,100,529.348
82,100,534.619
83,100,541.228
84,100,546.28
85,100,554.29
86,100,561.605
87,100,564.891
88,100,572.049
89,100,581.686
90,100,703.31
91,100,711.627
92,100,786.495
93,100,728.065
94,100,738.129
95,100,744.195
96,100,763.899
97,100,757.805
98,100,766.443
99,100,776.978
100,100,782.942
1,100,16.344
2,100,31.939
3,100,48.859
4,100,60.925
5,100,75.767
6,100,88.883
7,100,103.454
8,100,119.043
9,100,134.184
10,100,151.886
11,100,167.676
12,100,181.929

14,100,35.703
15,100,36.665
16,100,39.307
17,100,41.715
18,100,44.201
19,100,46.554
20,100,48.77
21,100,52.218
22,100,54.576
23,100,56.773
24,100,64.906
25,100,68.033
26,100,64.279
27,100,66.576
28,100,69.108
29,100,71.23
30,100,73.883
31,100,76.066
32,100,78.585
33,100,81.664
34,100,84.367
35,100,85.859
36,100,88.257
37,100,90.801
38,100,93.307
39,100,95.874
40,100,98.151
41,100,100.361
42,100,102.937
43,100,106.166
44,100,108.246
45,100,110.964
46,100,114.074
47,100,115.606
48,100,117.76
49,100,119.688
50,100,123.071
51,100,198.267
52,100,126.899
53,100,129.978
54,100,131.8
55,100,134.885
56,100,137.59
57,100,139.416
58,100,141.921
59,100,145.004
60,100,147.466
61,100,150.094
62,100,151.653
63,100,154.084
64,100,156.523
65,100,159.462
66,100,161.792
67,100,164.844
68,100,166.426
69,100,168.661
70,100,170.922
71,100,174.147
72,100,177.587
73,100,178.22
74,100,181.071
75,100,182.953
76,100,185.403
77,100,208
78,100,190.868
79,100,193.296
80,100,195.832
81,100,198.802
82,100,201.136
83,100,202.277
84,100,207.293
85,100,214.721
86,100,213.676
87,100,212.364
88,100,214.722
89,100,218.283
90,100,220.049
91,100,222.65
92,100,225.648
93,100,232.786
94,100,229.737
95,100,232.544
96,100,234.344
97,100,238.256
98,100,239.667
99,100,242.309
100,100,243.758
1,100,16.091
2,100,31.064
3,100,46.341
4,100,60.79
5,100,75.477
6,100,89.887
7,100,107.599
8,100,227.752
9,100,212.836
10,100,152.936
11,100,166.854
12,100,181.664

14,100,35.243
15,100,37.495
16,100,39.269
17,100,41.604
18,100,44.146
19,100,46.613
20,100,48.818
21,100,52.594
22,100,54.356
23,100,57.532
24,100,59.916
25,100,61.736
26,100,63.921
27,100,66.611
28,100,68.995
29,100,72.271
30,100,73.688
31,100,76.215
32,100,78.928
33,100,81.14
34,100,83.676
35,100,86.529
36,100,89.043
37,100,90.755
38,100,94.962
39,100,102.254
40,100,98.652
41,100,100.209
42,100,102.768
43,100,105.208
44,100,109.182
45,100,110.582
46,100,113.775
47,100,115.514
48,100,118.419
49,100,119.655
50,100,122.019
51,100,124.558
52,100,126.834
53,100,129.279
54,100,131.833
55,100,135.63
56,100,137.303
57,100,139.862
58,100,142.276
59,100,144.574
60,100,147.367
61,100,149.826
62,100,152.75
63,100,154.636
64,100,156.618
65,100,158.88
66,100,162.249
67,100,163.89
68,100,166.908
69,100,168.539
70,100,171.68
71,100,173.208
72,100,202.379
73,100,178.279
74,100,193.364
75,100,195.471
76,100,198.067
77,100,200.756
78,100,218.738
79,100,221.563
80,100,224.027
81,100,243.642
82,100,306.35
83,100,249.485
84,100,287.861
